hero_id,name,urlslug,note_1,note_2,identity,alive,appearances,first_appearance_month,first_appearance_year
397894,Waya ,\/Waya_(Earth-616),Earth-616,,single,living,1,November,2010
397967,Sserpo ,\/Sserpo_(Earth-616),Earth-616,,public,living,2,November,1961
397986,Monsteroso ,\/Monsteroso_(Alien)_(Earth-616),Alien ,Earth-616,public,living,3,October,1961
397991,Monster At the Window ,\/Monster_At_the_Window_(Earth-616),Earth-616,,secret,living,2,August,1962
398000,Paul Marshall ,\/Paul_Marshall_(Earth-616),Earth-616,,secret,living,2,August,1962
398317,Patrick Rourke ,\/Patrick_Rourke_(Earth-616),Earth-616,,secret,deceased,1,,2009
398339,Simon Krieger ,\/Simon_Krieger_(Earth-616),Earth-616,,public,living,2,August,1998
398806,Tyler Smithson ,\/Tyler_Smithson_(Earth-616),Earth-616,,secret,living,5,September,2010
398868,Technovore ,\/Technovore_(Earth-616),Earth-616,,public,living,2,July,1993
398972,Don Russell ,\/Don_Russell_(Earth-616),Earth-616,,secret,living,2,Feburary,1962
399184,Teon Macik ,\/Teon_Macik_(Earth-616),Earth-616,,secret,living,53,December,2010
399385,Monstrom ,\/Monstrom_(Earth-616),Earth-616,,secret,living,3,September,1960
399390,Genie ,\/Genie_(Earth-616),Earth-616,,secret,living,2,March,1960
399393,Freddy Sykes ,\/Freddy_Sykes_(Earth-616),Earth-616,,secret,living,4,March,1960
399409,Simon Drudd ,\/Simon_Drudd_(Earth-616),Earth-616,,public,living,2,July,1960
399413,Raaka ,\/Raaka_(Earth-616),Earth-616,,secret,living,2,March,1960
399576,Piedra Dura ,\/Piedra_Dura_(Earth-616),Earth-616,,secret,living,1,December,2010
399646,Kal'ti ,\/Kal%27ti_(Earth-616),Earth-616,,,living,,November,2006
400054,Avandalia ,\/Avandalia_(Earth-616),Earth-616,,,living,1,Feburary,1991
400055,Alaisa Ruatha Pethnan ,\/Alaisa_Ruatha_Pethnan_(Earth-616),Earth-616,,,living,6,June,1992
400056,Aven ,\/Aven_(Earth-616),Earth-616,,,living,1,May,1984
400059,Terry Maguire ,\/Terry_Maguire_(Earth-616),Earth-616,,public,deceased,3,,2006
400064,Derry Campbell ,\/Derry_Campbell_(Earth-616),Earth-616,,,deceased,1,,2006
400072,Bekka Wallis ,\/Bekka_Wallis_(Earth-616),Earth-616,,single,deceased,2,,2006
400082,Roger Grey ,\/Roger_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400085,Julia Grey ,\/Julia_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400087,Brian Grey ,\/Brian_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400091,Liam Grey ,\/Liam_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400221,Julian Grey ,\/Julian_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400225,Mary-Margaret Grey ,\/Mary-Margaret_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400228,Kindra Grey ,\/Kindra_Grey_(Earth-616),Earth-616,,,deceased,1,,2006
400234,Paula Harris ,\/Paula_Harris_(Earth-616),Earth-616,,public,living,8,Feburary,1995
400296,Spook ,\/Spook_(Earth-616),Earth-616,,secret,living,8,Feburary,1995
400298,Sean Tully ,\/Sean_Tully_(Earth-616),Earth-616,,public,living,4,Feburary,1995
400303,Elizabeth Lockhart ,\/Elizabeth_Lockhart_(Earth-616),Earth-616,,,deceased,2,,
400529,Zzutak's Enemy ,\/Zzutak%27s_Enemy_(Earth-616),Earth-616,,secret,living,,September,1961
400536,Korumbu ,\/Korumbu_(Earth-616),Earth-616,,public,living,2,January,1961
400715,Kingmaker ,\/Kingmaker_(Wallace)_(Earth-616),Wallace ,Earth-616,secret,living,4,July,2005
400716,Hugo Barge ,\/Hugo_Barge_(Earth-616),Earth-616,,public,living,2,January,1961
400731,William Keller ,\/William_Keller_(Earth-616),Earth-616,,,living,2,July,2005
400738,Elizabeth Keller ,\/Elizabeth_Keller_(Earth-616),Earth-616,,,living,2,July,2005
400744,James Keller ,\/James_Keller_(Earth-616),Earth-616,,,living,1,July,2005
400770,Mirah Qadir ,\/Mirah_Qadir_(Earth-616),Earth-616,,secret,living,1,August,2005
400779,Jill Kincaid ,\/Jill_Kincaid_(Earth-616),Earth-616,,,living,3,August,2005
400954,Redshirt ,\/Redshirt_(Earth-616),Earth-616,,secret,deceased,2,,2011
400958,Mercedes Merced ,\/Mercedes_Merced_(Earth-616),Earth-616,,secret,living,4,November,2010
400975,Frank Johnson ,\/Frank_Johnson_(Zzutak%27s_Creator)_(Earth-616),Zzutak's Creator ,Earth-616,public,living,,September,1961
400984,Stanley Osborn ,\/Stanley_Osborn_(Earth-616),Earth-616,,single,living,7,November,2010
401183,Eric Solvang ,\/Eric_Solvang_(Earth-616),Earth-616,,public,living,9,November,2010
401188,Mayzen ,\/Mayzen_(Earth-616),Earth-616,,single,deceased,1,,2010
401193,Elphane ,\/Elphane_(Earth-616),Earth-616,,public,deceased,1,,2010
401261,Sverrik ,\/Sverrik_(Earth-616),Earth-616,,public,living,,November,2010
401265,Milla ,\/Milla_(Earth-616),Earth-616,,public,living,1,November,2010
401271,Undar ,\/Undar_(Earth-616),Earth-616,,public,deceased,1,,2010
401296,Firebrick ,\/Firebrick_(Earth-616),Earth-616,,secret,deceased,4,,2010
401303,Katherine Petrezyn ,\/Katherine_Petrezyn_(Earth-616),Earth-616,,secret,deceased,4,,1992
401329,Michael Hall ,\/Michael_Hall_(Earth-616),Earth-616,,public,living,5,December,2010
401343,Royal Blue ,\/Royal_Blue_(Earth-616),Earth-616,,secret,deceased,4,,2010
401502,Alex ,\/Alex_(Inferno_Baby)_(Earth-616),Inferno Baby ,Earth-616,secret,living,9,December,1988
401517,Choam ,\/Choam_(Earth-616),Earth-616,,secret,living,1,January,1996
401544,Rigo Zapata ,\/Rigo_Zapata_(Earth-616),Earth-616,,,living,9,April,2009
401546,Gustavo Zapata ,\/Gustavo_Zapata_(Earth-616),Earth-616,,,living,9,April,2009
401639,Barton Blaze ,\/Barton_Blaze_(Earth-616),Earth-616,,,deceased,2,,1972
401677,Carlie Colon ,\/Carlie_Colon_(Earth-616),Earth-616,,single,living,6,Feburary,1996
401679,Juanito Candido ,\/Juanito_Candido_(Earth-616),Earth-616,,public,living,4,Feburary,1996
401681,Melissa Maro ,\/Melissa_Maro_(Earth-616),Earth-616,,single,living,4,March,1996
401683,Luz Santos ,\/Luz_Santos_(Earth-616),Earth-616,,public,living,5,Feburary,1996
401684,Ripper ,\/Ripper_(Earth-616),Earth-616,,secret,deceased,4,,1996
401729,Makro ,\/Makro_(Earth-616),Earth-616,,secret,living,3,October,2010
401784,Yuki ,\/Yuki_(Earth-616),Earth-616,,secret,living,3,October,2010
401845,Choocho Colon ,\/Choocho_Colon_(Earth-616),Earth-616,,public,living,7,Feburary,1996
402002,Sven Claris ,\/Sven_Claris_(Earth-616),Earth-616,,secret,deceased,2,,1995
402035,Krang ,\/Krang_(Monster)_(Earth-616),Monster ,Earth-616,,deceased,3,,1960
402042,Lucius P. Gregory ,\/Lucius_P._Gregory_(Earth-616),Earth-616,,single,living,3,December,1961
402050,Franz Radzik ,\/Franz_Radzik_(Earth-616),Earth-616,,secret,living,3,Feburary,1962
402110,Alec Maloni ,\/Alec_Maloni_(Earth-616),Earth-616,,single,living,4,April,1996
402125,Megaera ,\/Megaera_(Furies)_(Earth-616),Furies ,Earth-616,secret,living,6,September,1996
402128,Tisiphone ,\/Tisiphone_(Furies)_(Earth-616),Furies ,Earth-616,,living,5,September,1996
402133,Skritch ,\/Skritch_(Earth-616),Earth-616,,,living,7,September,1996
402134,Dante Kale ,\/Dante_Kale_(Earth-616),Earth-616,,,living,3,September,1996
402177,Magdelena Kale ,\/Magdelena_Kale_(Earth-616),Earth-616,,public,living,3,October,1996
402230,Avia ,\/Avia_(Inhuman)_(Earth-616),Inhuman ,Earth-616,single,living,3,March,2007
402232,Avian ,\/Avian_(Inhuman)_(Earth-616),Inhuman ,Earth-616,,living,,May,1995
402246,Luther Benedict ,\/Luther_Benedict_(Earth-616),Earth-616,,secret,living,2,August,1962
402288,Ella ,\/Ella_(Earth-616),Earth-616,,secret,living,6,September,1995
402292,Avius ,\/Avius_(Earth-616),Earth-616,,single,living,5,December,1972
402303,Avram Siegel ,\/Avram_Siegel_(Earth-616),Earth-616,,,living,1,April,1993
402316,Flaidermaus ,\/Flaidermaus_(Earth-616),Earth-616,,,living,2,December,1972
402317,Pinyon ,\/Pinyon_(Earth-616),Earth-616,,,living,2,December,1972
402328,Max Lohmer ,\/Max_Lohmer_(Earth-616),Earth-616,,,living,14,July,2006
402627,Azor ,\/Azor_(Earth-616),Earth-616,,,living,1,August,1998
402630,Azoth ,\/Azoth_(Earth-616),Earth-616,,,living,1,,
402640,Vaipala Rani ,\/Vaipala_Rani_(Earth-616),Earth-616,,,living,3,October,2010
402642,Tejpal Gavaskar ,\/Tejpal_Gavaskar_(Earth-616),Earth-616,,,living,1,September,2010
402656,Bhakti Gavaskar ,\/Bhakti_Gavaskar_(Earth-616),Earth-616,,,living,5,September,2010
402660,Rav Gavaskar ,\/Rav_Gavaskar_(Earth-616),Earth-616,,,living,5,September,2010
402679,Cassie Dolan ,\/Cassie_Dolan_(Earth-616),Earth-616,,public,living,2,April,1997
402720,Michael Pressman ,\/Michael_Pressman_(Earth-616),Earth-616,,single,living,1,August,1997
402724,Melinda Pressman ,\/Melinda_Pressman_(Earth-616),Earth-616,,single,living,1,August,1997
402826,Justine Chase ,\/Justine_Chase_(Earth-616),Earth-616,,secret,deceased,3,,1997
402829,Cole Chase ,\/Cole_Chase_(Earth-616),Earth-616,,secret,deceased,3,,1997
402904,Liu Wo-Han ,\/Liu_Wo-Han_(Earth-616),Earth-616,,public,living,1,September,2000
402928,Kylor ,\/Kylor_(Earth-616),Earth-616,,public,living,7,October,1987
402944,Phae-Dor ,\/Phae-Dor_(Earth-616),Earth-616,,public,living,7,Feburary,1976
402953,Yorak ,\/Yorak_(Earth-616),Earth-616,,single,living,2,December,1987
402958,Tus-Katt ,\/Tus-Katt_(Earth-616),Earth-616,,public,living,2,December,1987
402961,Ripan ,\/Ripan_(Earth-616),Earth-616,,public,living,4,October,1987
402988,Agent Anesthesia ,\/Agent_Anesthesia_(Earth-616),Earth-616,,secret,living,3,January,2011
403218,General Obsidian ,\/General_Obsidian_(Earth-616),Earth-616,,secret,living,5,November,1994
403414,Anthos ,\/Anthos_(Pheragot)_(Earth-616),Pheragot ,Earth-616,single,living,1,December,1989
403425,Kerjos ,\/Kerjos_(Earth-616),Earth-616,,single,living,1,December,1989
403437,William Downing ,\/William_Downing_(Earth-616),Earth-616,,secret,deceased,9,,2010
403456,Shadowstalker ,\/Shadowstalker_(Earth-616),Earth-616,,secret,deceased,7,,2010
403478,Saw Fist ,\/Saw_Fist_(Earth-616),Earth-616,,secret,deceased,7,,2010
403497,Victor Avery ,\/Victor_Avery_(Earth-616),Earth-616,,secret,living,1,April,1962
403505,Zeaklar Belgewater ,\/Zeaklar_Belgewater_(Earth-616),Earth-616,,public,living,3,September,1990
403865,August D'Angelo ,\/August_D%27Angelo_(Earth-616),Earth-616,,single,living,,July,1984
404333,Tina Sanchez ,\/Tina_Sanchez_(Earth-616),Earth-616,,,living,1,August,1988
404339,Norm Seeger ,\/Norm_Seeger_(Earth-616),Earth-616,,,living,1,August,1988
404341,Irving Wattle ,\/Irving_Wattle_(Earth-616),Earth-616,,,living,1,August,1988
404346,Bertram Hindel ,\/Bertram_Hindel_(Earth-616),Earth-616,,single,living,5,June,1987
404471,Ael-Dan ,\/Ael-Dan_(Earth-616),Earth-616,,single,deceased,3,,1991
404591,Elmar Radd ,\/Elmar_Radd_(Earth-616),Earth-616,,public,deceased,4,,1991
404689,Meer'lyn ,\/Meer%27lyn_(Earth-616),Earth-616,,secret,living,,July,1993
404716,Roust ,\/Roust_(Earth-616),Earth-616,,secret,living,10,October,1996
404727,Joust ,\/Joust_(Earth-616),Earth-616,,secret,living,4,October,1996
404734,Jam ,\/Jam_(Earth-616),Earth-616,,public,living,10,August,1997
404735,Bux ,\/Bux_(Earth-616),Earth-616,,public,living,10,August,1997
404736,Marita ,\/Marita_(Earth-616),Earth-616,,public,living,10,August,1997
404756,Paul Bailey ,\/Paul_Bailey_(Earth-616),Earth-616,,secret,living,3,October,1980
404777,Roger Loomis ,\/Roger_Loomis_(Earth-616),Earth-616,,,living,2,March,1989
404778,Sian Bowen ,\/Sian_Bowen_(Earth-616),Earth-616,,,living,2,March,1989
404780,William Fanshawe ,\/William_Fanshawe_(Earth-616),Earth-616,,,living,2,March,1989
404781,Genevieve Cross ,\/Genevieve_Cross_(Earth-616),Earth-616,,,living,2,March,1989
405131,Heinrich Krowler ,\/Heinrich_Krowler_(Earth-616),Earth-616,,public,living,4,December,1981
405207,Damon Joquez ,\/Damon_Joquez_(Earth-616),Earth-616,,,living,1,November,1989
405209,Giuseppe Montesi ,\/Giuseppe_Montesi_(Earth-616),Earth-616,,,living,2,May,1974
405650,Inhumans ,\/Inhumans_(Skrull)_(Earth-616),Skrull ,Earth-616,secret,deceased,1,,2008
405797,Teri Hillman ,\/Teri_Hillman_(Earth-616),Earth-616,,public,living,5,May,2010
405813,Ard'ran ,\/Ard%27ran_(Earth-616),Earth-616,,single,deceased,,,2009
405816,Rebecca Barnes ,\/Rebecca_Barnes_(Onslaught_Reborn)_(Earth-616),Onslaught Reborn ,Earth-616,public,deceased,39,,2007
405871,Toni Turner ,\/Toni_Turner_(Earth-616),Earth-616,,public,living,59,January,1962
405876,Jill Jerold ,\/Jill_Jerold_(Earth-616),Earth-616,,public,living,11,November,1966
405985,H'kurrek ,\/H%27kurrek_(Earth-616),Earth-616,,secret,deceased,,,2008
405988,Evh'ser ,\/Evh%27ser_(Earth-616),Earth-616,,public,living,,October,2008
405994,Sar T'llrk ,\/Sar_T%27llrk_(Earth-616),Earth-616,,public,deceased,,,2008
405998,Dzirot ,\/Dzirot_(Earth-616),Earth-616,,public,deceased,1,,2008
406106,Face ,\/Face_(Inferno_Baby)_(Earth-616),Inferno Baby ,Earth-616,secret,living,20,December,1988
406108,Shauna ,\/Shauna_(Earth-616),Earth-616,,secret,living,9,November,1988
406119,Jash ,\/Jash_(Earth-616),Earth-616,,secret,living,3,November,2008
406376,Trista ,\/Trista_(Earth-616),Earth-616,,secret,living,10,December,1988
406563,Jesus Badalemente ,\/Jesus_Badalemente_(Earth-616),Earth-616,,,living,1,August,1990
406567,Thomas Pyke ,\/Thomas_Pyke_(Earth-616),Earth-616,,,living,8,July,1992
406570,Jamil ,\/Jamil_(Earth-616),Earth-616,,secret,deceased,5,,1994
406580,Karima ,\/Karima_(Earth-616),Earth-616,,secret,living,3,December,1994
406664,Ch'rith ,\/Ch%27rith_(Earth-616),Earth-616,,secret,deceased,,,2008
406668,Marvin Bailey ,\/Marvin_Bailey_(Earth-616),Earth-616,,,living,1,June,1991
406723,Jack Baker ,\/Jack_Baker_(Earth-616),Earth-616,,,living,1,June,1981
407136,Bob ,\/Bob_(Inferno_Baby)_(Earth-616),Inferno Baby ,Earth-616,secret,living,8,December,1988
407138,Darby Dean ,\/Darby_Dean_(Earth-616),Earth-616,,public,living,10,January,1988
407139,Susan Dean ,\/Susan_Dean_(Earth-616),Earth-616,,single,living,10,January,1988
407141,Brian Mulroney ,\/Brian_Mulroney_(Earth-616),Earth-616,,,living,4,,
407243,Fireflyte ,\/Fireflyte_(Earth-616),Earth-616,,public,living,21,September,1981
407368,Wrong ,\/Wrong_(Soldiers_of_Misfortune)_(Earth-616),Soldiers of Misfortune ,Earth-616,secret,living,6,December,1994
407696,Ichisumi ,\/Ichisumi_(Earth-616),Earth-616,,secret,living,13,January,2011
407698,Jeb Lee ,\/Jeb_Lee_(Earth-616),Earth-616,,secret,living,12,December,2010
407700,Sanjar Javeed ,\/Sanjar_Javeed_(Earth-616),Earth-616,,secret,living,9,January,2011
407709,Decimus Furius ,\/Decimus_Furius_(Earth-616),Earth-616,,secret,deceased,12,,2010
407771,Jack Cole ,\/Jack_Cole_(Earth-616),Earth-616,,public,living,3,October,1996
407774,Watts ,\/Watts_(Earth-616),Earth-616,,secret,living,3,October,1996
407788,Judith Jacobs ,\/Judith_Jacobs_(Earth-616),Earth-616,,secret,deceased,3,,1997
408005,Debra Crovi ,\/Debra_Crovi_(Earth-616),Earth-616,,,living,,April,1996
408104,Baldar ,\/Baldar_(Galadorian)_(Earth-616),Galadorian ,Earth-616,,living,2,October,2000
408110,Anarra ,\/Anarra_(Earth-616),Earth-616,,public,living,6,October,2000
408154,Baldric ,\/Baldric_(Earth-616),Earth-616,,single,deceased,1,,1989
408302,Colonel Zeke ,\/Colonel_Zeke_(Earth-616),Earth-616,,public,deceased,2,,2009
408357,Dexter Rayne ,\/Dexter_Rayne_(Earth-616),Earth-616,,,living,1,June,1989
408358,Carol Rayne ,\/Carol_Rayne_(Earth-616),Earth-616,,,deceased,1,,1989
408389,Grigori ,\/Grigori_(Earth-616),Earth-616,,,living,3,Feburary,2011
408582,Devon Ballantine ,\/Devon_Ballantine_(Earth-616),Earth-616,,,living,3,May,1992
408630,Harlan Ryker ,\/Harlan_Ryker_(Earth-616),Earth-616,,,living,7,November,1990
408633,Clayton Burr ,\/Clayton_Burr_(Earth-616),Earth-616,,,living,4,November,1990
408707,Ben Jacobs ,\/Ben_Jacobs_(Earth-616),Earth-616,,,living,3,November,1990
408867,Donna Strange ,\/Donna_Strange_(Earth-616),Earth-616,,public,living,3,November,1989
408869,Eugene Strange ,\/Eugene_Strange_(Earth-616),Earth-616,,,living,,December,1989
408872,Beverly Strange ,\/Beverly_Strange_(Earth-616),Earth-616,,,living,1,December,1989
408874,Paolo Montesi ,\/Paolo_Montesi_(Earth-616),Earth-616,,,living,1,December,1989
408876,Giacomo Montesi ,\/Giacomo_Montesi_(Earth-616),Earth-616,,,living,1,January,1990
408878,Marcello Montesi ,\/Marcello_Montesi_(Earth-616),Earth-616,,,living,1,January,1990
409001,Grogarr ,\/Grogarr_(Earth-616),Earth-616,,,deceased,1,,1979
409150,Peter Gyrich ,\/Peter_Gyrich_(Piecemeal)_(Earth-616),Piecemeal ,Earth-616,secret,living,2,March,1993
409312,Tsukiyomi ,\/Tsukiyomi_(Earth-616),Earth-616,,,deceased,1,,2009
409393,Harry Manners ,\/Harry_Manners_(Earth-616),Earth-616,,secret,deceased,2,,1998
409450,Bandrhude ,\/Bandrhude_(Earth-616),Earth-616,,,living,1,January,1986
410000,Theoren Marceaux ,\/Theoren_Marceaux_(Earth-616),Earth-616,,secret,living,2,May,2000
410004,Rouler Marceaux ,\/Rouler_Marceaux_(Earth-616),Earth-616,,secret,deceased,3,,2000
410007,Grange Janssen ,\/Grange_Janssen_(Earth-616),Earth-616,,public,living,1,March,1997
410009,Cadaver ,\/Cadaver_(Earth-616),Earth-616,,,living,1,November,1989
410056,Belize Marceaux ,\/Belize_Marceaux_(Earth-616),Earth-616,,secret,deceased,3,,2000
410060,Asano Kimura ,\/Asano_Kimura_(Earth-616),Earth-616,,,deceased,2,,1982
410065,Noburu-Hideki ,\/Noburu-Hideki_(Earth-616),Earth-616,,,deceased,4,,1982
410068,Etienne Marceaux ,\/Etienne_Marceaux_(Earth-616),Earth-616,,secret,deceased,1,,1999
410075,Katsuyori ,\/Katsuyori_(Earth-616),Earth-616,,public,deceased,1,,1982
410085,Jacques LeBeau ,\/Jacques_LeBeau_(Earth-616),Earth-616,,secret,deceased,5,,2000
410086,Rochelle LeBeau ,\/Rochelle_LeBeau_(Earth-616),Earth-616,,secret,living,1,October,2000
410094,Banapur Khan ,\/Banapur_Khan_(Earth-616),Earth-616,,,deceased,1,,1988
410154,Ness ,\/Ness_(Earth-616),Earth-616,,secret,living,14,June,1998
410168,Lurker from Loch Ness ,\/Lurker_from_Loch_Ness_(Earth-616),Earth-616,,,deceased,11,,1977
410170,Nykonn ,\/Nykonn_(Earth-616),Earth-616,,,living,18,June,1977
410173,Rodney Kemp ,\/Rodney_Kemp_(Earth-616),Earth-616,,,deceased,17,,1977
410307,Puff ,\/Puff_(Earth-616),Earth-616,,,living,7,April,1985
410482,Devi Bannerjee ,\/Devi_Bannerjee_(Earth-616),Earth-616,,public,living,2,Feburary,1991
410519,Brok ,\/Brok_(Asgardian)_(Earth-616),Asgardian ,Earth-616,,living,1,September,1966
410520,Tyr of the Blinding Blade ,\/Tyr_of_the_Blinding_Blade_(Earth-616),Earth-616,,secret,living,1,September,1966
410521,Galp ,\/Galp_(Asgardian)_(Earth-616),Asgardian ,Earth-616,,living,1,September,1966
410522,Drom ,\/Drom_(Asgardian)_(Earth-616),Asgardian ,Earth-616,public,living,1,September,1966
410527,Hans Knoblach ,\/Hans_Knoblach_(Earth-616),Earth-616,,secret,deceased,1,,2001
410528,Gertrude Hunter ,\/Gertrude_Hunter_(Earth-616),Earth-616,,secret,deceased,1,,2001
410542,Gloria Knoblach ,\/Gloria_Knoblach_(Earth-616),Earth-616,,public,deceased,1,,2001
410697,John Jones ,\/John_Jones_(Earth-616),Earth-616,,secret,deceased,1,,2001
410700,Andrew Benedict ,\/Andrew_Benedict_(Earth-616),Earth-616,,secret,deceased,1,,2001
410701,Vernon Reaves ,\/Vernon_Reaves_(Earth-616),Earth-616,,secret,deceased,1,,2001
410713,Muthos ,\/Muthos_(Earth-616),Earth-616,,secret,living,1,April,1973
410714,Tremmidur ,\/Tremmidur_(Earth-616),Earth-616,,secret,living,1,April,1973
410722,Tyg'r ,\/Tyg%27r_(Earth-616),Earth-616,,,living,,May,1973
410724,Ulla ,\/Ulla_(Earth-616),Earth-616,,secret,living,2,April,1973
410731,Higila ,\/Higila_(Earth-616),Earth-616,,public,living,1,July,1973
410732,Gregor ,\/Gregor_(resident_of_the_Golden_Star),resident of the Golden Star,,single,living,1,July,1973
410737,Bonita ,\/Bonita_(Earth-616),Earth-616,,secret,deceased,1,,2001
410740,Gina Anderson ,\/Gina_Anderson_(Earth-616),Earth-616,,secret,deceased,3,,2001
410754,Kagg ,\/Kagg_(Earth-616),Earth-616,,,living,2,August,1973
410755,Quellor ,\/Quellor_(Earth-616),Earth-616,,,living,2,August,1973
410756,Rothgar ,\/Rothgar_(Earth-616),Earth-616,,,living,2,August,1973
410771,Bolaa ,\/Bolaa_(Earth-616),Earth-616,,single,living,5,December,1973
410772,Tryx ,\/Tryx_(Earth-616),Earth-616,,single,living,4,December,1973
410773,Jukka ,\/Jukka_(Earth-616),Earth-616,,single,living,5,December,1973
410797,Cary Albertson ,\/Cary_Albertson_(Earth-616),Earth-616,,,living,1,January,1991
410845,Krato ,\/Krato_(Earth-616),Earth-616,,single,living,1,March,1974
410900,Chaga ,\/Chaga_(Earth-616),Earth-616,,single,living,2,April,1974
410902,Demetros ,\/Demetros_(Earth-616),Earth-616,,,living,1,April,1974
410903,Nestos ,\/Nestos_(Earth-616),Earth-616,,single,living,2,April,1974
411335,Zotarr ,\/Zotarr_(Earth-616),Earth-616,,single,living,1,August,1975
411512,Rusty ,\/Rusty_(Earth-616),Earth-616,,secret,living,4,August,1941
411522,Barry Windom ,\/Barry_Windom_(Earth-616),Earth-616,,secret,living,1,July,1976
411525,Mort Graves ,\/Mort_Graves_(Earth-616),Earth-616,,public,living,1,,
411817,Tex Morgan ,\/Tex_Morgan_(Earth-616),Earth-616,,single,living,21,August,1948
412379,Jackal ,\/Jackal_(New_Man)_(Earth-616),New Man ,Earth-616,,living,2,November,1992
412497,Kurod Ormaon ,\/Kurod_Ormaon_(Earth-616),Earth-616,,secret,living,1,Feburary,2011
412777,Emory Lewis ,\/Emory_Lewis_(Earth-616),Earth-616,,public,living,1,April,1976
412779,Carmen Escudero ,\/Carmen_Escudero_(Earth-616),Earth-616,,,living,2,April,1976
412781,Ramiro Xuc ,\/Ramiro_Xuc_(Earth-616),Earth-616,,,living,2,April,1976
412784,Juan Elmirez ,\/Juan_Elmirez_(Earth-616),Earth-616,,public,living,2,April,1976
412786,Snaykar ,\/Snaykar_(Earth-616),Earth-616,,public,living,6,April,1976
412795,Protectroids,\/Protectroids,,,,living,1,March,1976
413006,Harry Sikes ,\/Harry_Sikes_(Earth-616),Earth-616,,secret,living,9,May,1953
413076,Godstorm ,\/Godstorm_(Earth-616),Earth-616,,secret,living,4,November,2001
413216,Brodag ,\/Brodag_(Earth-616),Earth-616,,public,living,1,June,1976
413217,Cosak ,\/Cosak_(Earth-616),Earth-616,,,living,1,June,1976
413218,Holvar ,\/Holvar_(Earth-616),Earth-616,,public,living,1,June,1976
413219,Skoval ,\/Skoval_(Earth-616),Earth-616,,,living,1,June,1976
413538,Grombar ,\/Grombar_(Earth-616),Earth-616,,public,living,1,September,1976
413544,Katherine Blaire ,\/Katherine_Blaire_(Earth-616),Earth-616,,single,living,11,March,1981
413724,William Grant Nelson ,\/William_Grant_Nelson_(Earth-616),Earth-616,,secret,living,6,June,2010
413761,Professor Cartwright ,\/Professor_Cartwright_(Earth-616),Earth-616,,,deceased,4,,2007
413793,Beatrice de la Salle ,\/Beatrice_de_la_Salle_(Earth-616),Earth-616,,,living,3,September,1997
413916,Gormagga Kraal ,\/Gormagga_Kraal_(Earth-616),Earth-616,,public,living,1,January,1989
413942,Russell ,\/Russell_(Inferno_Baby)_(Earth-616),Inferno Baby ,Earth-616,secret,deceased,11,,1988
413963,Maw ,\/Maw_(Inferno_Baby)_(Earth-616),Inferno Baby ,Earth-616,secret,deceased,8,,1988
413995,K'aitian Worldmind ,\/K%27aitian_Worldmind_(Earth-616),Earth-616,,public,living,,June,1971
414312,Dexam ,\/Dexam_(Earth-616),Earth-616,,public,living,3,May,1998
414518,Brokar ,\/Brokar_(Earth-616),Earth-616,,,living,1,Feburary,1977
414519,Cherise ,\/Cherise_(Earth-616),Earth-616,,,living,1,Feburary,1977
414520,Darnak ,\/Darnak_(Earth-616),Earth-616,,,living,2,Feburary,1977
414521,Relstor ,\/Relstor_(Earth-616),Earth-616,,public,living,2,Feburary,1977
414522,Sharman ,\/Sharman_(Earth-616),Earth-616,,,living,1,March,1977
414529,Securitron,\/Securitron,,,,living,2,Feburary,1977
414540,Balzor ,\/Balzor_(Earth-616),Earth-616,,,living,3,March,1977
414541,Krodar ,\/Krodar_(Earth-616),Earth-616,,public,living,1,April,1977
414542,Gormok ,\/Gormok_(Earth-616),Earth-616,,,living,3,April,1977
414543,Pr'kash ,\/Pr%27kash_(Earth-616),Earth-616,,,living,,May,1977
414562,Fee-Lon ,\/Fee-Lon_(Earth-616),Earth-616,,public,living,4,March,1977
414665,N'gll ,\/N%27gll_(Earth-616),Earth-616,,,living,,July,1977
414999,Grondar ,\/Grondar_(Earth-616),Earth-616,,,living,1,October,1977
415029,Barachuudar ,\/Barachuudar_(Earth-616),Earth-616,,,living,3,June,1974
415053,Ted Castle ,\/Ted_Castle_(Earth-616),Earth-616,,,living,13,April,2008
415254,Enok ,\/Enok_(Earth-616),Earth-616,,,living,1,November,1977
415267,Angela Barbato ,\/Angela_Barbato_(Earth-616),Earth-616,,,living,1,September,2001
415270,Barium ,\/Barium_(Element)_(Earth-616),Element ,Earth-616,single,living,2,September,1997
415512,Lodur ,\/Lodur_(Asgardian)_(Earth-616),Asgardian ,Earth-616,secret,living,2,September,1976
415513,Hoenir ,\/Hoenir_(Asgardian)_(Earth-616),Asgardian ,Earth-616,secret,living,1,September,1976
415524,Jacob Wallaby ,\/Jacob_Wallaby_(Earth-616),Earth-616,,,living,2,January,1978
415525,Brother Honcho ,\/Brother_Honcho_(Earth-616),Earth-616,,,living,1,April,1978
415675,Baron von Blimp ,\/Baron_von_Blimp_(Earth-616),Earth-616,,,living,3,July,1983
415820,Lisa Castle ,\/Lisa_Castle_(Earth-616),Earth-616,,public,deceased,17,,1975
