hero_id,name,urlslug,note_1,note_2,identity,gsm,alive,appearances,first_appearance_year,first_appearance_month
129966,Archibald Tipple ,\/wiki\/Archibald_Tipple_(New_Earth),New Earth,,,,living,1,1992, April
130076,Cranius ,\/wiki\/Cranius_(New_Earth),New Earth,,,,living,18,1973, January
130101,Conrad Cabel ,\/wiki\/Conrad_Cabel_(New_Earth),New Earth,,,,deceased,1,1979, August
130105,Mustapha Maksai ,\/wiki\/Mustapha_Maksai_(New_Earth),New Earth,,,,living,2,1985, January
130219,Paul Deisinger ,\/wiki\/Paul_Deisinger_(New_Earth),New Earth,,,,living,2,1999, September
130226,Leona Dorsey ,\/wiki\/Leona_Dorsey_(New_Earth),New Earth,,secret,,living,3,1996, September
130247,Priscilla Stryker ,\/wiki\/Priscilla_Stryker_(New_Earth),New Earth,,,,living,1,1991, March
130251,Jensen ,\/wiki\/Jensen_(New_Earth),New Earth,,,,deceased,,1999, May
130318,Gerald Zimmerman ,\/wiki\/Gerald_Zimmerman_(New_Earth),New Earth,,secret,,deceased,6,1986, October
130335,Ariadne Pinxit ,\/wiki\/Ariadne_Pinxit_(New_Earth),New Earth,,public,,living,4,2002, December
130338,Irving Norbet ,\/wiki\/Irving_Norbet_(New_Earth),New Earth,,,,living,2,1961, October
130342,Edouard Laslo ,\/wiki\/Edouard_Laslo_(New_Earth),New Earth,,public,,living,3,1998, February
130348,Abigail Moorland ,\/wiki\/Abigail_Moorland_(New_Earth),New Earth,,,,living,2,1996, June
130377,Paul Christian ,\/wiki\/Paul_Christian_(New_Earth),New Earth,,public,,living,4,1995, September
130378,Solomon Perggia ,\/wiki\/Solomon_Perggia_(New_Earth),New Earth,,public,,deceased,2,1994, June
130381,Valerie Van Haaften ,\/wiki\/Valerie_Van_Haaften_(New_Earth),New Earth,,public,,living,5,2002, December
130382,Jacob Bernstein ,\/wiki\/Jacob_Bernstein_(New_Earth),New Earth,,,,living,4,1995, December
130423,Tsaritsa ,\/wiki\/Tsaritsa_(New_Earth),New Earth,,secret,,living,8,2000, November
130430,Mona Taylor ,\/wiki\/Mona_Taylor_(New_Earth),New Earth,,public,,living,27,1982, June
130673,Colby Zag ,\/wiki\/Colby_Zag_(New_Earth),New Earth,,,,living,1,1999, January
130674,Gunther Van Horn ,\/wiki\/Gunther_Van_Horn_(New_Earth),New Earth,,,,deceased,12,1993, October
130689,Harold Kramer ,\/wiki\/Harold_Kramer_(Earth-One),Earth-One,,public,,living,1,1981, March
130691,Darrin Profitt ,\/wiki\/Darrin_Profitt_(New_Earth),New Earth,,secret,,living,6,2004, November
130697,Xum ,\/wiki\/Xum_(New_Earth),New Earth,,secret,,living,7,1978, September
130701,Ricochet I ,\/wiki\/Ricochet_I_(New_Earth),New Earth,,,,living,1,1991,
130703,Barry LeSabre ,\/wiki\/Barry_LeSabre_(New_Earth),New Earth,,secret,,living,,1986, February
130712,Micah Flint ,\/wiki\/Micah_Flint_(New_Earth),New Earth,,secret,,living,9,1997, March
130716,Njara Kattuah ,\/wiki\/Njara_Kattuah_(New_Earth),New Earth,,,,deceased,4,1994, March
130828,Samuel Yates ,\/wiki\/Samuel_Yates_(New_Earth),New Earth,,public,,deceased,4,2000, May
130837,Michael Ryer ,\/wiki\/Michael_Ryer_(New_Earth),New Earth,,,,living,3,1993, December
130868,Edward Slick ,\/wiki\/Edward_Slick_(New_Earth),New Earth,,public,,deceased,4,1986, September
130879,Cynthia Brand ,\/wiki\/Cynthia_Brand_(New_Earth),New Earth,,public,,living,2,1997, February
130880,Terrence Pritchard ,\/wiki\/Terrence_Pritchard_(New_Earth),New Earth,,public,,living,4,1994, August
130881,Scourge ,\/wiki\/Scourge_(New_Earth),New Earth,,,,deceased,2,1990, February
130882,Screaming Skull ,\/wiki\/Screaming_Skull_(New_Earth),New Earth,,,,living,,1997, November
130899,Stanley Macklin ,\/wiki\/Stanley_Macklin_(New_Earth),New Earth,,,,living,2,1996, September
130901,Roscoe Barrow ,\/wiki\/Roscoe_Barrow_(New_Earth),New Earth,,public,,living,2,1991, May
130902,Cameron Hammer ,\/wiki\/Cameron_Hammer_(New_Earth),New Earth,,,,living,,1985, February
130908,Ruth Spencer ,\/wiki\/Ruth_Spencer_(New_Earth),New Earth,,secret,,living,5,1990, January
130913,Chanka Silver Deer ,\/wiki\/Chanka_Silver_Deer_(New_Earth),New Earth,,,,living,4,1984, July
130914,Samuel Toth ,\/wiki\/Samuel_Toth_(New_Earth),New Earth,,secret,,living,2,1981, March
130915,Edward Arling ,\/wiki\/Edward_Arling_(New_Earth),New Earth,,public,,living,2,1988, February
130916,Nelson Arling ,\/wiki\/Nelson_Arling_(New_Earth),New Earth,,,,living,2,1999, August
130918,Xavier Purvis ,\/wiki\/Xavier_Purvis_(New_Earth),New Earth,,secret,,living,1,1986, November
130920,Arnold Kaua ,\/wiki\/Arnold_Kaua_(New_Earth),New Earth,,,,living,12,1994, March
130929,Holly McKenzie ,\/wiki\/Holly_McKenzie_(New_Earth),New Earth,,,,living,7,1989, September
130937,Charles Ralston ,\/wiki\/Charles_Ralston_(Earth-One),Earth-One,,secret,,living,1,1981, November
130942,Anansa ,\/wiki\/Anansa_(New_Earth),New Earth,,,,living,2,1995, March
130946,Roger Romaine ,\/wiki\/Roger_Romaine_(New_Earth),New Earth,,,,living,5,1979, October
130947,Kruen Musenda ,\/wiki\/Kruen_Musenda_(New_Earth),New Earth,,,,deceased,,1985, June
130950,Constance Hollis ,\/wiki\/Constance_Hollis_(New_Earth),New Earth,,,,deceased,1,1999, January
130953,"Martin Mantle, Jr. ","\/wiki\/Martin_Mantle,_Jr._(New_Earth)",New Earth,,,,living,1,1981, August
130960,Saul Calvino ,\/wiki\/Saul_Calvino_(New_Earth),New Earth,,,,living,1,1991, June
130967,Justin Quinn ,\/wiki\/Justin_Quinn_(New_Earth),New Earth,,secret,,living,8,2002, December
130968,Dell Merriwether ,\/wiki\/Dell_Merriwether_(New_Earth),New Earth,,,,deceased,1,1997, October
130973,Timothy Walton ,\/wiki\/Timothy_Walton_(New_Earth),New Earth,,,,living,1,1987, October
131021,Richard Dare ,\/wiki\/Richard_Dare_(New_Earth),New Earth,,,,deceased,11,1941, October
131077,Thomas Dillon ,\/wiki\/Thomas_Dillon_(New_Earth),New Earth,,secret,,deceased,9,1966, March
131078,Wanda Wayland ,\/wiki\/Wanda_Wayland_(New_Earth),New Earth,,public,,living,30,1982, June
131080,Chama Sierra ,\/wiki\/Chama_Sierra_(New_Earth),New Earth,,,,living,3,1995, November
131087,Desmond Connor ,\/wiki\/Desmond_Connor_(New_Earth),New Earth,,,,living,2,1997, September
131099,Harold Lewis ,\/wiki\/Harold_Lewis_(New_Earth),New Earth,,,,deceased,,1999, May
131100,Darius Tiko ,\/wiki\/Darius_Tiko_(New_Earth),New Earth,,,,living,2,1958, November
131105,Isaac Fisher ,\/wiki\/Isaac_Fisher_(New_Earth),New Earth,,public,,living,1,1997, May
131109,Steven Brockman ,\/wiki\/Steven_Brockman_(New_Earth),New Earth,,public,,living,1,1986, December
131111,Anatoli Kalunnin ,\/wiki\/Anatoli_Kalunnin_(New_Earth),New Earth,,,,deceased,4,1991, June
131114,Herbert Johnson ,\/wiki\/Herbert_Johnson_(New_Earth),New Earth,,,,living,1,1995, August
131126,Remington Cord ,\/wiki\/Remington_Cord_(New_Earth),New Earth,,secret,,living,8,1968, August
131133,John Butcher ,\/wiki\/John_Butcher_(New_Earth),New Earth,,secret,,living,12,1990, May
131185,Jon Kennedy Payne ,\/wiki\/Jon_Kennedy_Payne_(New_Earth),New Earth,,public,,deceased,1,1992, November
131200,Peter Ostine ,\/wiki\/Peter_Ostine_(New_Earth),New Earth,,,,deceased,1,1997, February
131419,Alexander Ferguson ,\/wiki\/Alexander_Ferguson_(New_Earth),New Earth,,public,,deceased,4,2006, August
131431,Madeline Giles ,\/wiki\/Madeline_Giles_(New_Earth),New Earth,,,Homosexual Characters,living,4,1994, April
131432,Vance Vanucci ,\/wiki\/Vance_Vanucci_(New_Earth),New Earth,,public,,living,6,1985, May
131434,Lani Gilbert ,\/wiki\/Lani_Gilbert_(New_Earth),New Earth,,,,living,8,1982, September
131435,Todd Walton ,\/wiki\/Todd_Walton_(New_Earth),New Earth,,public,,living,1,1985,
131444,Christopher Pike ,\/wiki\/Christopher_Pike_(New_Earth),New Earth,,secret,,living,7,1976, June
131469,Giggs ,\/wiki\/Giggs_(New_Earth),New Earth,,,,living,5,2006, October
131475,Keane ,\/wiki\/Keane_(New_Earth),New Earth,,,,living,6,2006, December
131477,Rio Ferdinand ,\/wiki\/Rio_Ferdinand_(New_Earth),New Earth,,,,living,8,2006, October
131482,Wardell Washington ,\/wiki\/Wardell_Washington_(New_Earth),New Earth,,public,,living,2,1999, October
131483,Jakob Tolzmann ,\/wiki\/Jakob_Tolzmann_(New_Earth),New Earth,,public,,living,,1999, May
131484,Jonathan Hedley ,\/wiki\/Jonathan_Hedley_(New_Earth),New Earth,,,,living,1,1990, May
131495,Anthony Lupus ,\/wiki\/Anthony_Lupus_(New_Earth),New Earth,,secret,,living,4,1974, April
131506,Daniel William Ducannon ,\/wiki\/Daniel_William_Ducannon_(New_Earth),New Earth,,secret,,living,6,1992, October
131507,Madison Claiborne ,\/wiki\/Madison_Claiborne_(New_Earth),New Earth,,,,living,4,1994, July
131508,Thomas Asquith Randolph ,\/wiki\/Thomas_Asquith_Randolph_(New_Earth),New Earth,,,,deceased,14,1992,
131516,Hfuhruhurr ,\/wiki\/Hfuhruhurr_(New_Earth),New Earth,,,,living,3,1987,
131519,Gillian Wahrman ,\/wiki\/Gillian_Wahrman_(New_Earth),New Earth,,secret,,living,7,1994, June
131744,Jacob Baker ,\/wiki\/Jacob_Baker_(Earth-One),Earth-One,,,,living,1,1960, January
131823,Obeah Man ,\/wiki\/Obeah_Man_(New_Earth),New Earth,,secret,,living,9,1990, July
132250,Ken Thurston ,\/wiki\/Ken_Thurston_(New_Earth),New Earth,,secret,,deceased,2,2007, January
132254,Nite Lite ,\/wiki\/Nite_Lite_(New_Earth),New Earth,,secret,,living,6,1999, February
132255,Ice Sickle ,\/wiki\/Ice_Sickle_(New_Earth),New Earth,,,,deceased,3,1999, February
132256,Frostbite ,\/wiki\/Frostbite_(New_Earth),New Earth,,secret,Bisexual Characters,living,17,1997, June
132257,Jeremy Horton ,\/wiki\/Jeremy_Horton_(New_Earth),New Earth,,,,living,17,1997, June
132258,Benjamin Newton ,\/wiki\/Benjamin_Newton_(New_Earth),New Earth,,,,living,17,1997, June
132259,Rita Lopez ,\/wiki\/Rita_Lopez_(New_Earth),New Earth,,secret,,living,19,1997, June
132260,George Sloan ,\/wiki\/George_Sloan_(New_Earth),New Earth,,secret,Bisexual Characters,living,16,1997, June
132261,Scott Tucker ,\/wiki\/Scott_Tucker_(New_Earth),New Earth,,,,living,18,1997, June
132262,Stacy Taglia ,\/wiki\/Stacy_Taglia_(New_Earth),New Earth,,,,living,14,1997, September
132320,Joel Weinberg ,\/wiki\/Joel_Weinberg_(New_Earth),New Earth,,public,Homosexual Characters,living,10,2000, March
132321,Aviva Weinberg ,\/wiki\/Aviva_Weinberg_(New_Earth),New Earth,,public,,living,10,2000, March
132322,Damara Sinclair ,\/wiki\/Damara_Sinclair_(New_Earth),New Earth,,public,,living,10,2000, March
132323,Tyson Gilford ,\/wiki\/Tyson_Gilford_(New_Earth),New Earth,,public,,living,10,2000, March
132324,Cameron Begay ,\/wiki\/Cameron_Begay_(New_Earth),New Earth,,public,,living,10,2000, March
132341,Abraham Arlington ,\/wiki\/Abraham_Arlington_(New_Earth),New Earth,,,,living,5,2009, May
132735,Gretti ,\/wiki\/Gretti_(New_Earth),New Earth,,public,,deceased,9,1983, May
132738,Horoq Nnot ,\/wiki\/Horoq_Nnot_(New_Earth),New Earth,,,,deceased,16,2006, June
132741,Barreer Wot ,\/wiki\/Barreer_Wot_(New_Earth),New Earth,,public,,living,,2005, October
132742,Lok Neboora ,\/wiki\/Lok_Neboora_(New_Earth),New Earth,,,,living,11,2005, October
132745,Brokk ,\/wiki\/Brokk_(New_Earth),New Earth,,,,living,9,1981, May
132747,Grumb ,\/wiki\/Grumb_(New_Earth),New Earth,,,,living,5,2005, October
132751,El'qa Squa Zreenah ,\/wiki\/El%27qa_Squa_Zreenah_(New_Earth),New Earth,,,,living,,1996,
132754,Rori Stroh ,\/wiki\/Rori_Stroh_(New_Earth),New Earth,,,,living,14,1961, December
132756,NautKeLoi ,\/wiki\/NautKeLoi_(New_Earth),New Earth,,,,living,10,1961, December
132760,Venizz ,\/wiki\/Venizz_(New_Earth),New Earth,,public,,living,7,2005, December
132769,Reg H'Rr ,\/wiki\/Reg_H%27Rr_(New_Earth),New Earth,,,,living,,2006, May
132773,Shane Sellers ,\/wiki\/Shane_Sellers_(New_Earth),New Earth,,public,,living,7,2005, July
132789,Morro ,\/wiki\/Morro_(New_Earth),New Earth,,,,living,24,2006, July
132790,Spol ,\/wiki\/Spol_(New_Earth),New Earth,,secret,,living,11,1983, September
132792,DevilDog ,\/wiki\/DevilDog_(New_Earth),New Earth,,,,living,7,2007, August
132793,Flayt ,\/wiki\/Flayt_(New_Earth),New Earth,,,,living,6,2007, August
132794,Haasp ,\/wiki\/Haasp_(New_Earth),New Earth,,,,living,3,2007, August
132795,Low ,\/wiki\/Low_(New_Earth),New Earth,,,,living,17,2007, August
132796,Maash ,\/wiki\/Maash_(New_Earth),New Earth,,public,,living,14,2007, August
132797,Tri-Eye ,\/wiki\/Tri-Eye_(New_Earth),New Earth,,,,deceased,15,2008, February
132809,Glomulus ,\/wiki\/Glomulus_(New_Earth),New Earth,,public,,living,27,2009, April
132813,Blume ,\/wiki\/Blume_(New_Earth),New Earth,,public,,living,11,2009, April
132856,Coven ,\/wiki\/Coven_(New_Earth),New Earth,,,,living,6,1994, October
132858,Slagg ,\/wiki\/Slagg_(New_Earth),New Earth,,,,living,6,1994, October
132913,Charqwep ,\/wiki\/Charqwep_(New_Earth),New Earth,,,,living,7,1982, March
132914,Rees-Van ,\/wiki\/Rees-Van_(New_Earth),New Earth,,public,,living,13,2006, June
132915,Gleen ,\/wiki\/Gleen_(New_Earth),New Earth,,public,,deceased,6,2005, November
132916,Kretch ,\/wiki\/Kretch_(New_Earth),New Earth,,,,living,9,2007, August
132939,Ampa Nnn ,\/wiki\/Ampa_Nnn_(New_Earth),New Earth,,public,,living,3,2007, August
133098,Ouranos ,\/wiki\/Ouranos_(New_Earth),New Earth,,public,,deceased,4,1989, January
133179,Eye ,\/wiki\/Eye_(New_Earth),New Earth,,secret,,deceased,18,1998, August
133180,Josephine Tautin ,\/wiki\/Josephine_Tautin_(New_Earth),New Earth,,public,,living,15,2006, October
133182,Carl Andrew Bork ,\/wiki\/Carl_Andrew_Bork_(New_Earth),New Earth,,public,,living,26,1969, January
133348,Jessica Midnight ,\/wiki\/Jessica_Midnight_(New_Earth),New Earth,,public,,living,40,2002, October
133350,Shen Li Po ,\/wiki\/Shen_Li_Po_(New_Earth),New Earth,,public,,living,11,2006, July
133421,Lucas Terrel ,\/wiki\/Lucas_Terrel_(New_Earth),New Earth,,,,deceased,4,2007, January
133928,Jia ,\/wiki\/Jia_(New_Earth),New Earth,,secret,,living,5,2007, May
133929,Usil ,\/wiki\/Usil_(New_Earth),New Earth,,secret,,living,10,1987, June
133930,Sea Wolf ,\/wiki\/Sea_Wolf_(New_Earth),New Earth,,secret,,living,12,1987, June
133931,Fledermaus ,\/wiki\/Fledermaus_(New_Earth),New Earth,,secret,,deceased,6,1987, June
134006,Vaughn ,\/wiki\/Vaughn_(New_Earth),New Earth,,,,living,6,2009, January
134049,Rosie ,\/wiki\/Rosie_(New_Earth),New Earth,,secret,,deceased,11,1984, May
134050,Hardhat ,\/wiki\/Hardhat_(New_Earth),New Earth,,secret,,living,15,1984, May
134051,Jackhammer ,\/wiki\/Jackhammer_(New_Earth),New Earth,,secret,,deceased,12,1984, May
134052,Scoopshovel ,\/wiki\/Scoopshovel_(New_Earth),New Earth,,secret,,deceased,12,1984, May
134053,Steamroller ,\/wiki\/Steamroller_(New_Earth),New Earth,,secret,,deceased,11,1984, May
134083,Tapeworm ,\/wiki\/Tapeworm_(New_Earth),New Earth,,secret,,living,13,2006, January
134201,J.A.K.E. 6.1 ,\/wiki\/J.A.K.E._6.1_(New_Earth),New Earth,,,,living,2,2008, May
134203,Cinnamon II ,\/wiki\/Cinnamon_II_(New_Earth),New Earth,,public,,living,7,2003, October
134207,Tyson Sykes ,\/wiki\/Tyson_Sykes_(New_Earth),New Earth,,public,,living,1,2008, June
134209,Adam Sharp ,\/wiki\/Adam_Sharp_(New_Earth),New Earth,,secret,,living,6,2008, July
134210,Chloe Roberts ,\/wiki\/Chloe_Roberts_(New_Earth),New Earth,,,,living,6,2008, July
134337,Frederick Abberline ,\/wiki\/Frederick_Abberline_(New_Earth),New Earth,,,,living,2,2009, February
134362,Rose Psychic ,\/wiki\/Rose_Psychic_(New_Earth),New Earth,,public,,deceased,11,1937, March
134375,John Oakes ,\/wiki\/John_Oakes_(New_Earth),New Earth,,public,,living,4,1993, July
134520,Tyr-Van ,\/wiki\/Tyr-Van_(New_Earth),New Earth,,public,,living,5,2009, May
134536,Mongo Krebs ,\/wiki\/Mongo_Krebs_(New_Earth),New Earth,,,,living,2,1988, July
134630,Hydra ,\/wiki\/Hydra_(New_Earth),New Earth,,secret,,living,1,1988, July
134639,Hurricane ,\/wiki\/Hurricane_(New_Earth),New Earth,,secret,,living,1,1988, July
134642,Pyro ,\/wiki\/Pyro_(New_Earth),New Earth,,secret,,living,1,1988, July
134664,Michael Dugan ,\/wiki\/Michael_Dugan_(New_Earth),New Earth,,public,,living,18,1985, February
134665,Barbara Whitmore ,\/wiki\/Barbara_Whitmore_(New_Earth),New Earth,,,,living,19,1999, July
134666,Donovan Wallace ,\/wiki\/Donovan_Wallace_(New_Earth),New Earth,,secret,,deceased,,1994, September
134667,Samuel Kurtis ,\/wiki\/Samuel_Kurtis_(New_Earth),New Earth,,public,,deceased,7,2000, May
134768,Damien Darhk ,\/wiki\/Damien_Darhk_(New_Earth),New Earth,,public,,deceased,6,1999, March
134769,Red Panzer III ,\/wiki\/Red_Panzer_III_(New_Earth),New Earth,,secret,,deceased,7,1999, July
134771,Siren ,\/wiki\/Siren_(New_Earth),New Earth,,secret,,living,8,1999, July
134773,Jeffrey Graham ,\/wiki\/Jeffrey_Graham_(New_Earth),New Earth,,public,,living,1,1951, May
134775,Don Caballero ,\/wiki\/Don_Caballero_(New_Earth),New Earth,,secret,,deceased,2,1951, May
134781,Cachiru ,\/wiki\/Cachiru_(New_Earth),New Earth,,secret,,living,2,2000, September
134782,La Salamanca ,\/wiki\/La_Salamanca_(New_Earth),New Earth,,secret,,living,5,2000, September
134783,Cimarron ,\/wiki\/Cimarron_(New_Earth),New Earth,,secret,,living,3,2000, September
134784,El Lobizon ,\/wiki\/El_Lobizon_(New_Earth),New Earth,,secret,,living,1,2000, September
134785,El Yaguarette ,\/wiki\/El_Yaguarette_(New_Earth),New Earth,,,,living,3,2000, September
134786,Pampero ,\/wiki\/Pampero_(New_Earth),New Earth,,secret,,living,1,2000, September
134787,El Bagual ,\/wiki\/El_Bagual_(New_Earth),New Earth,,secret,,living,2,2000, September
134788,Vizacacha ,\/wiki\/Vizacacha_(New_Earth),New Earth,,secret,,living,2,2000, September
134789,Tetsujiro Yoneda ,\/wiki\/Tetsujiro_Yoneda_(New_Earth),New Earth,,secret,,living,7,1987, September
134792,Sterling Fry ,\/wiki\/Sterling_Fry_(New_Earth),New Earth,,,,living,1,2008, March
134794,Johnny Cloud II ,\/wiki\/Johnny_Cloud_II_(New_Earth),New Earth,,,,living,11,2005, July
134795,Ilsa von Hammer ,\/wiki\/Ilsa_von_Hammer_(New_Earth),New Earth,,,,living,9,2005, July
134796,Thomas Tinker ,\/wiki\/Thomas_Tinker_(New_Earth),New Earth,,,,living,8,2005, July
134832,Zachary Zor ,\/wiki\/Zachary_Zor_(New_Earth),New Earth,,secret,,living,7,1940, May
134907,Joseph Higgins ,\/wiki\/Joseph_Higgins_(New_Earth),New Earth,,secret,,living,25,2009, July
134915,Ace Arn ,\/wiki\/Ace_Arn_(New_Earth),New Earth,,secret,,living,22,1965, November
134924,Neil Richards ,\/wiki\/Neil_Richards_(New_Earth),New Earth,,secret,,living,13,1967, February
135002,Stuart Mosely ,\/wiki\/Stuart_Mosely_(New_Earth),New Earth,,secret,,living,9,1992, September
135130,Jack Wyznowski ,\/wiki\/Jack_Wyznowski_(New_Earth),New Earth,,,,living,11,1988, August
135131,Jake Tyler ,\/wiki\/Jake_Tyler_(New_Earth),New Earth,,secret,,living,1,1988, August
135132,Winston Churchill O'Donnell ,\/wiki\/Winston_Churchill_O%27Donnell_(New_Earth),New Earth,,,,living,,1988, July
135133,Kalia Campbell ,\/wiki\/Kalia_Campbell_(New_Earth),New Earth,,,,living,16,1988, July
135134,Barry Stein ,\/wiki\/Barry_Stein_(New_Earth),New Earth,,,,living,,1985, December
135135,Matthew Stein ,\/wiki\/Matthew_Stein_(New_Earth),New Earth,,,,living,6,1985, December
135142,Phillip Kramer ,\/wiki\/Phillip_Kramer_(New_Earth),New Earth,,public,,living,13,1987, June
135143,Grace Guiness ,\/wiki\/Grace_Guiness_(New_Earth),New Earth,,,,living,5,1988, March
135144,Scott Jameson ,\/wiki\/Scott_Jameson_(New_Earth),New Earth,,public,,living,7,1987, July
135316,Iroque ,\/wiki\/Iroque_(New_Earth),New Earth,,secret,,living,41,2008, January
135678,Vault ,\/wiki\/Vault_(New_Earth),New Earth,,secret,,living,8,1997, April
135689,Abe Crane ,\/wiki\/Abe_Crane_(New_Earth),New Earth,,secret,,living,1,1988, December
135690,Roger Dayton ,\/wiki\/Roger_Dayton_(New_Earth),New Earth,,,,living,3,1988, December
135707,Scorcher III ,\/wiki\/Scorcher_III_(New_Earth),New Earth,,secret,,deceased,6,1997, April
135725,Jamie Harper ,\/wiki\/Jamie_Harper_(New_Earth),New Earth,,public,,living,29,2006, May
135734,Carom ,\/wiki\/Carom_(New_Earth),New Earth,,secret,,living,8,1997, April
135743,Axis ,\/wiki\/Axis_(New_Earth),New Earth,,secret,,living,10,1997, April
135763,Blizzard ,\/wiki\/Blizzard_(New_Earth),New Earth,,secret,,living,7,1997, April
135952,Lindsay Wah ,\/wiki\/Lindsay_Wah_(New_Earth),New Earth,,secret,,living,24,1996, September
135954,Byron Stark ,\/wiki\/Byron_Stark_(New_Earth),New Earth,,public,,deceased,19,1996, October
135958,Woodson Hex ,\/wiki\/Woodson_Hex_(New_Earth),New Earth,,,,deceased,14,1977, December
135970,Violet ,\/wiki\/Violet_(New_Earth),New Earth,,secret,,living,5,2008, March
135976,Sebastian Ives ,\/wiki\/Sebastian_Ives_(New_Earth),New Earth,,public,,living,34,1991, October
135978,Jake Donnelly ,\/wiki\/Jake_Donnelly_(New_Earth),New Earth,,,,living,2,2008, October
135981,Dennis Finnegan ,\/wiki\/Dennis_Finnegan_(New_Earth),New Earth,,,,living,4,2008, October
135985,Roman Cavallo ,\/wiki\/Roman_Cavallo_(New_Earth),New Earth,,public,,living,13,2008, March
135986,Marcus Wise ,\/wiki\/Marcus_Wise_(New_Earth),New Earth,,public,,living,13,2008, March
135996,Lynx II ,\/wiki\/Lynx_II_(New_Earth),New Earth,,secret,,living,11,2008, December
136002,Amsel Reiniger ,\/wiki\/Amsel_Reiniger_(New_Earth),New Earth,,secret,,living,6,2000, May
136245,Sky Pirate ,\/wiki\/Sky_Pirate_(New_Earth),New Earth,,secret,,living,6,1947, August
136246,Jake Bennetti ,\/wiki\/Jake_Bennetti_(New_Earth),New Earth,,,,living,13,1997, April
136347,Jack Gold ,\/wiki\/Jack_Gold_(New_Earth),New Earth,,public,,living,15,1982, July
136408,Merlin the Leopard ,\/wiki\/Merlin_the_Leopard_(New_Earth),New Earth,,public,,living,4,1982, July
136420,Vanessa van Helsing ,\/wiki\/Vanessa_van_Helsing_(New_Earth),New Earth,,public,,living,17,1982, July
136547,Donovan Caine ,\/wiki\/Donovan_Caine_(New_Earth),New Earth,,public,,deceased,,1982, July
136591,Motalla ,\/wiki\/Motalla_(New_Earth),New Earth,,,,living,3,1997, June
136610,Joshua Morgan ,\/wiki\/Joshua_Morgan_(New_Earth),New Earth,,,,living,36,1978, November
136770,Zilius Zox ,\/wiki\/Zilius_Zox_(New_Earth),New Earth,,public,,deceased,43,2008, December
137081,Ringo Chen ,\/wiki\/Ringo_Chen_(New_Earth),New Earth,,public,,deceased,21,1996, April
137112,Regulator II ,\/wiki\/Regulator_II_(New_Earth),New Earth,,secret,,living,1,2009, July
137290,Waterman ,\/wiki\/Waterman_(New_Earth),New Earth,,secret,,deceased,4,1999, July
137341,Malcolm Allen ,\/wiki\/Malcolm_Allen_(New_Earth),New Earth,,,,deceased,7,2004, December
137343,Pryemaul ,\/wiki\/Pryemaul_(New_Earth),New Earth,,,,living,7,1980, July
137345,Rene Carpenter ,\/wiki\/Rene_Carpenter_(New_Earth),New Earth,,,,living,6,2005, November
137346,Ry Sovereign ,\/wiki\/Ry_Sovereign_(New_Earth),New Earth,,,,living,6,2005, November
137347,Beni Sholin ,\/wiki\/Beni_Sholin_(New_Earth),New Earth,,,,living,5,2005, November
137361,Nash ,\/wiki\/Nash_(New_Earth),New Earth,,secret,,deceased,25,1994, October
137432,Sunspot ,\/wiki\/Sunspot_(New_Earth),New Earth,,secret,,living,1,1987, March
137463,Cal Usjak ,\/wiki\/Cal_Usjak_(New_Earth),New Earth,,,,living,14,1999, March
137472,Theo Storm ,\/wiki\/Theo_Storm_(New_Earth),New Earth,,secret,,living,14,1999, March
137473,Nona Lin-Baker ,\/wiki\/Nona_Lin-Baker_(New_Earth),New Earth,,public,,living,14,1999, March
137474,Mitchell Anderson ,\/wiki\/Mitchell_Anderson_(New_Earth),New Earth,,secret,,living,17,1992, December
137475,Claudio Tielli ,\/wiki\/Claudio_Tielli_(New_Earth),New Earth,,,,living,14,1999, March
137480,Timothy Townsend ,\/wiki\/Timothy_Townsend_(New_Earth),New Earth,,secret,,deceased,2,1999, March
137483,Maxwell Williams ,\/wiki\/Maxwell_Williams_(New_Earth),New Earth,,public,,living,6,2000, March
137610,Ferak ,\/wiki\/Ferak_(New_Earth),New Earth,,,,living,6,1999, July
137621,Kamandi ,\/wiki\/Kamandi_(New_Earth),New Earth,,public,,living,12,2007, September
137722,Cassius Bannister ,\/wiki\/Cassius_Bannister_(Earth-One),Earth-One,,,,living,5,1979, December
137768,Chumpp ,\/wiki\/Chumpp_(New_Earth),New Earth,,,,deceased,1,1993,
137780,Robert Heavington Dubelz ,\/wiki\/Robert_Heavington_Dubelz_(New_Earth),New Earth,,,,deceased,1,1993,
137794,Thrax ,\/wiki\/Thrax_(New_Earth),New Earth,,,,deceased,1,1996, March
137799,Eckstein ,\/wiki\/Eckstein_(New_Earth),New Earth,,,,living,1,1996, March
137814,Mitchell Mayo ,\/wiki\/Mitchell_Mayo_(New_Earth),New Earth,,public,,deceased,5,2002, January
137825,Dvorcek ,\/wiki\/Dvorcek_(New_Earth),New Earth,,,,living,1,2009, July
137962,Robert Dickering ,\/wiki\/Robert_Dickering_(New_Earth),New Earth,,secret,,living,20,2009, October
137964,Lazlo Valentin ,\/wiki\/Lazlo_Valentin_(New_Earth),New Earth,,,,living,7,2007, July
137967,Thunderhand ,\/wiki\/Thunderhand_(New_Earth),New Earth,,,,living,1,2006, January
137968,Blue Moon ,\/wiki\/Blue_Moon_(New_Earth),New Earth,,secret,,living,8,2006, January
137969,Elias Stone ,\/wiki\/Elias_Stone_(New_Earth),New Earth,,secret,,living,4,2007, April
